PROFESSOR 1;4.0
PROFESSOR 8;4.0
PROFESSOR 10;4.0
PROFESSOR 21;3.0
PROFESSOR 25;2.0
PROFESSOR 27;4.0
PROFESSOR 28;4.0
PROFESSOR 30;4.0
PROFESSOR 34;4.0
